obj_id	 | ra	 | dec	 | type	 | Type Ref	 | ZSNID Subtype	 | Discovery Date	 | Discoverer	 | Discovery Ref	 | Host Name	 | Host Type	 | Galaxy Redshift	 | Galaxy Redshift Error | z | zerr	 | Reddening	 | Reddening Error	 
1954T	 | 339.311	 | 3.72472	 | 	 | 	 | 	 | 1954-07-31	 | Zwicky	 | 	 | 2MASX J22371396+0343541	 | 	 | 0.043	 | 0	 | 	 | 0	 | 0.06255	 | 0	 
1954U	 | 359.714	 | -5.60333	 | 	 | 	 | 	 | 1954-09-05	 | Zwicky	 | 	 | [TB93] 2356.3-0553	 | 	 | 	 | 0	 | 	 | 0	 | 0.03158	 | 0	 
1954V	 | 3.2875	 | -7.58667	 | 	 | 	 | 	 | 1954-09-05	 | Zwicky	 | 	 | [TB93] 0010.6-0752	 | 	 | 	 | 0	 | 	 | 0	 | 0.03333	 | 0	 
1954W	 | 217.168	 | 0.545278	 | 	 | 	 | 	 | 1954-05-06	 | Zwicky	 | 	 | CGCG 019-041	 | 	 | 0.005082	 | 0.000063	 | 	 | 0	 | 0.03041	 | 0	 
1954X	 | 207.8	 | 17.6339	 | 	 | 	 | 	 | 1954-04-01	 | Zwicky	 | 	 | MAPS-NGP O_439_0387073	 | 	 | 	 | 0	 | 	 | 0	 | 0.02254	 | 0	 
1954Y	 | 208.626	 | 15.0383	 | 	 | 	 | 	 | 1954-04-01	 | Zwicky	 | 	 | UGC 8827	 | (R)SB0^0^	 | 0.01846	 | 0.00003	 | 	 | 0	 | 0.02281	 | 0	 
1954Z	 | 146.312	 | 9.09722	 | 	 | 	 | 	 | 1954-02-25	 | Zwicky	 | 	 | UGC 5215	 | Sbc	 | 0.0183	 | 0	 | 	 | 0	 | 0.03886	 | 0	 
1955A	 | 182.81	 | 50.4947	 | 	 | 	 | 	 | 1955-04-14	 | Zwicky	 | 	 | NGC 4157	 | SAB(s)b? sp    HII	 | 0.00258	 | 0.00001	 | 	 | 0	 | 0.01935	 | 0	 
1955B	 | 16.8862	 | -13.27	 | 	 | 	 | 	 | 1955-09-21	 | Zwicky	 | 	 | MCG -02-03-074	 | 	 | 0.053437	 | 0	 | 	 | 0	 | 0.02394	 | 0	 
1955C	 | 2.47625	 | 25.9275	 | 	 | 	 | 	 | 1955-10-23	 | Sandage	 | 	 | NGC 23	 | SB(s)a;HII;LIRGSbrst	 | 0.01523	 | 0.00001	 | 	 | 0	 | 0.03821	 | 0	 
1955D	 | 12.9975	 | -16.4083	 | 	 | 	 | 	 | 1955-11-18	 | Haro	 | 	 | MCG -03-03-006	 | SAB(r)bc:	 | 0.020925	 | 0.000024	 | 	 | 0	 | 0.02436	 | 0	 
1955E	 | 185.747	 | 58.4431	 | 	 | 	 | 	 | 1955-05-10	 | Zwicky	 | IAUC 2058	 | NGC 4335	 | E	 | 0.01542	 | 0.00007	 | 	 | 0	 | 0.01299	 | 0	 
1955F	 | 180.945	 | 1.70972	 | 	 | 	 | 	 | 1955-04-20	 | Zwicky	 | 	 | CGCG 013-052	 | SAB(r)a:	 | 0.020121	 | 0.000033	 | 	 | 0	 | 0.01797	 | 0	 
1955G	 | 171.52	 | 3.48889	 | 	 | 	 | 	 | 1955-04-16	 | Zwicky	 | 	 | CGCG 039-180	 | SAB(s)b:	 | 0.035484	 | 0.000063	 | 	 | 0	 | 0.04466	 | 0	 
1955H	 | 167.695	 | 2.9275	 | 	 | 	 | 	 | 1955-04-16	 | Zwicky	 | 	 | [TB93] 1108.2+0312	 | 	 | 	 | 0	 | 	 | 0	 | 0.035	 | 0	 
1955I	 | 212.887	 | 1.14694	 | 	 | 	 | 	 | 1955-05-17	 | Zwicky	 | 	 | 2MASX J14113345+0109337	 | 	 | 0.025132	 | 0.000078	 | 	 | 0	 | 0.0284	 | 0	 
1955J	 | 212.939	 | 0.716111	 | 	 | 	 | 	 | 1955-05-17	 | Zwicky	 | 	 | CGCG 018-075	 | 	 | 0.024857	 | 0.000055	 | 	 | 0	 | 0.02469	 | 0	 
1955K	 | 215.596	 | 15.0708	 | 	 | 	 | 	 | 1955-05-12	 | Zwicky	 | 	 | UGC 9206	 | Pec	 | 0.00761	 | 0.00001	 | 	 | 0	 | 0.01891	 | 0	 
1955L	 | 166.232	 | 30.0506	 | 	 | 	 | 	 | 1955-03-23	 | Lovas	 | 	 | *ARP 021	 | Spiral	 | 0.029097	 | 0.00011	 | 	 | 0	 | 0.0214	 | 0	 
1955M	 | 226.857	 | 19.6039	 | 	 | 	 | 	 | 1955-05-14	 | Zwicky	 | 	 | NGC 5857	 | SB(s)b	 | 0.01562	 | 0.00009	 | 	 | 0	 | 0.03958	 | 0	 
1955N	 | 167.819	 | 24.1781	 | 	 | 	 | 	 | 1955-03-22	 | Zwicky	 | 	 | 2MASX J11111256+2410593	 | 	 | 	 | 0	 | 	 | 0	 | 0.01227	 | 0	 
1955O	 | 168.114	 | 21.7797	 | 	 | 	 | 	 | 1955-03-22	 | Zwicky	 | 	 | 2MFGC 08743	 | 	 | 	 | 0	 | 	 | 0	 | 0.01624	 | 0	 
1955P	 | 173.028	 | 24.9731	 | 	 | 	 | 	 | 1955-03-22	 | Zwicky	 | 	 | 2MFGC 09026	 | 	 | 	 | 0	 | 	 | 0	 | 0.01596	 | 0	 
1955Q	 | 164.037	 | 24.1569	 | 	 | 	 | 	 | 1955-03-24	 | Pollas	 | IAUC 5450	 | MAPS-NGP O_374_0282411	 | S	 | 	 | 0	 | 	 | 0	 | 0.01396	 | 0	 
1955R	 | 188.677	 | 49.3319	 | 	 | 	 | 	 | 1955-04-24	 | Mueller	 | IAUC 5525	 | UGC 7740	 | S	 | 0.02953	 | 0.00017	 | 	 | 0	 | 0.01142	 | 0	 
1955S	 | 234.169	 | 43.5439	 | 	 | 	 | 	 | 1955-04-01	 | Mueller	 | IAUC 5761	 | IC 4564	 | S?             Sbrst	 | 0.01995	 | 0.00005	 | 	 | 0	 | 0.02312	 | 0	 
1956A	 | 179.43	 | 53.3742	 | Ia	 | 	 | 	 | 1956-03-08	 | Gates	 | 	 | NGC 3992	 | SB(rs)bc;LINER HII	 | 0.0035	 | 0	 | 	 | 0	 | 0.02472	 | 0	 
1956B	 | 193.638	 | -12.5767	 | 	 | 	 | 	 | 1956-04-08	 | Zwicky	 | 	 | NGC 4782	 | E0 pec	 | 0.01544	 | 0.00006	 | 	 | 0	 | 0.0528	 | 0	 
1956C	 | 190.788	 | 3.80194	 | 	 | 	 | 	 | 0000-00-00	 | Zwicky	 | 	 | 1988 XB5	 | 	 | 	 | 0	 | 	 | 0	 | 0.02962	 | 0	 
1956D	 | 196.958	 | -0.853333	 | 	 | 	 | 	 | 1956-02-11	 | Zwicky	 | 	 | IC 850	 | Sd pec sp	 | 0.01805	 | 0.00002	 | 	 | 0	 | 0.01761	 | 0	 
1956E	 | 172.756	 | -15.9772	 | 	 | 	 | 	 | 1956-02-10	 | Zwicky	 | 	 | [TB93] 1128.5-1542	 | 	 | 	 | 0	 | 	 | 0	 | 0.03735	 | 0	 
1956F	 | 200.754	 | 6.80556	 | 	 | 	 | 	 | 1956-03-10	 | Zwicky	 | 	 | [TB93] 1320.5+0704	 | 	 | 	 | 0	 | 	 | 0	 | 0.03471	 | 0	 
1956G	 | 199.284	 | 2.33806	 | 	 | 	 | 	 | 1956-03-10	 | Zwicky	 | 	 | FGC 1590	 | Scd(f)	 | 0.037035	 | 0.000106	 | 	 | 0	 | 0.02323	 | 0	 
1956H	 | 200.186	 | 2.27444	 | 	 | 	 | 	 | 1956-02-11	 | Zwicky	 | 	 | FGC 1600	 | Sc(f)	 | 0.036279	 | 0.000086	 | 	 | 0	 | 0.02336	 | 0	 
1956I	 | 199.442	 | -1.56361	 | 	 | 	 | 	 | 1956-04-09	 | Zwicky	 | 	 | SDSS J131746.14-013346.8	 | 	 | 	 | 0	 | 	 | 0	 | 0.02142	 | 0	 
1956J	 | 197.693	 | 0.0327778	 | 	 | 	 | 	 | 1956-04-09	 | Zwicky	 | 	 | CGCG 016-016	 | 	 | 0.041108	 | 0.000063	 | 	 | 0	 | 0.04011	 | 0	 
1956K	 | 198.442	 | -3.59833	 | 	 | 	 | 	 | 1956-02-11	 | Zwicky	 | 	 | CGCG 016-023	 | Sb(f)          NLAGN	 | 0.02689	 | 0.000092	 | 	 | 0	 | 0.03305	 | 0	 
1957A	 | 140.46	 | 50.9953	 | Ia-pec	 | IAUC 1588	 | 	 | 1957-02-26	 | Schurer	 | IAUC 1588	 | NGC 2841	 | SA(r)b:;LINER  Sy1	 | 0.00213	 | 0.00001	 | 	 | 0	 | 0.01809	 | 0	 
1957B	 | 186.261	 | 12.8994	 | Ia	 | IAUC 1600	 | 	 | 1957-04-23	 | Romano, Gates	 | IAUC 1600	 | NGC 4374	 | E1;LERG;LINER  Sy2	 | 0.00354	 | 0.00002	 | 	 | 0	 | 0.03614	 | 0	 
1957C	 | 53.3838	 | -36.1172	 | 	 | 	 | 	 | 0000-00-00	 | Gates	 | 	 | NGC 1365	 | (R')SBb(s)b;HIISy1.8	 | 0.00546	 | 0	 | 	 | 0	 | 0.02047	 | 0	 
1957D	 | 204.265	 | -29.8281	 | 	 | 	 | 	 | 0000-00-00	 | Gates	 | 	 | NGC 5236	 | SAB(s)c;HII    Sbrst	 | 0.00171	 | 0.00001	 | 	 | 0	 | 0.06555	 | 0	 
1958A	 | 240.209	 | 19.7103	 | 	 | 	 | 	 | 1958-08-08	 | Zwicky	 | 	 | MCG +03-41-027	 | 	 | 	 | 0	 | 	 | 0	 | 0.03562	 | 0	 
1958B	 | 39.275	 | 1.32464	 | 	 | 	 | 	 | 1958-12-05	 | Humason	 | 	 | [TB93] 0234.5+0107	 | 	 | 	 | 0	 | 	 | 0	 | 0.02638	 | 0	 
1958C	 | 194.536	 | -30.5806	 | 	 | 	 | 	 | 1958-04-15	 | Zwicky	 | 	 | ESO 443- G 018	 | Sb	 | 0.015811	 | 0.000143	 | 	 | 0	 | 0.0904	 | 0	 
1958D	 | 178.433	 | -30.7486	 | 	 | 	 | 	 | 1958-04-15	 | Zwicky	 | 	 | [TB93] 1151.2-3028	 | 	 | 	 | 0	 | 	 | 0	 | 0.06357	 | 0	 
1958E	 | 50.1825	 | 42.7797	 | 	 | 	 | 	 | 0000-00-00	 | 	 | 	 | MCG +07-07-072	 | SBR	 | 0.022582	 | 0.000667	 | 	 | 0	 | 0.18606	 | 0	 
1958F	 | 200.16	 | -43.7019	 | 	 | 	 | 	 | 0000-00-00	 | 	 | 	 | NGC 5082	 | SB(r)0^+	 | 0.013	 | 0.00014	 | 	 | 0	 | 0.14809	 | 0	 
1959A	 | 52.7929	 | -33.6094	 | 	 | 	 | 	 | 1959-01-06	 | Gates	 | 	 | NGC 1350	 | (R'_1)SB(r)ab  Sy	 | 0.00635	 | 0.00001	 | 	 | 0	 | 0.01229	 | 0	 
1959B	 | 195.365	 | 27.873	 | 	 | 	 | 	 | 1959-05-04	 | Humason	 | 	 | NGC 4921	 | SB(rs)ab	 | 0.01829	 | 0.00001	 | 	 | 0	 | 0.0056	 | 0	 
1959C	 | 197.849	 | 3.41047	 | Ia	 | IAUC 1683	 | 	 | 1959-06-28	 | Humason	 | IAUC 1683	 | UGC 8263	 | SBc pec:	 | 0.01015	 | 0.00003	 | 	 | 0	 | 0.02162	 | 0	 
1959D	 | 339.258	 | 34.419	 | II	 | IAUC 1682	 | 	 | 1959-06-28	 | Humason	 | IAUC 1682	 | NGC 7331	 | SA(s)b         LINER	 | 0.00272	 | 0	 | 	 | 0	 | 0.09126	 | 0	 
1959E	 | 185.745	 | 15.817	 | 	 | 	 | 	 | 1960-02-21	 | Humason	 | 	 | NGC 4321	 | SAB(s)bc;LINER HII	 | 0.00524	 | 0	 | 	 | 0	 | 0.02189	 | 0	 
1959F	 | 42.4283	 | -0.517778	 | 	 | 	 | 	 | 1959-12-26	 | Humason	 | 	 | CGCG 389-028	 | SB(rs)b pec?	 | 0.021728	 | 0.000073	 | 	 | 0	 | 0.05583	 | 0	 
1959G	 | 302.67	 | -43.9358	 | 	 | 	 | 	 | 1959-08-24	 | Hoffmeister	 | IAUC 1731	 | [TB93] 2007.2-4405	 | 	 | 	 | 0	 | 	 | 0	 | 0.04327	 | 0	 
1960A	 | 38.8602	 | 2.11169	 | 	 | 	 | 	 | 1960-01-20	 | Humason	 | 	 | [TB93] 0232.8+0153	 | 	 | 	 | 0	 | 	 | 0	 | 0.02574	 | 0	 
1960B	 | 188.683	 | 9.00267	 | 	 | 	 | 	 | 1960-02-20	 | Kearns	 | 	 | VCC 1579	 | S0:	 | 0.043075	 | 0.000109	 | 	 | 0	 | 0.01729	 | 0	 
1960C	 | 181.789	 | 16.9988	 | 	 | 	 | 	 | 1960-02-20	 | Humason	 | 	 | CGCG 098-059	 | SBb?	 | 0.022325	 | 0.000147	 | 	 | 0	 | 0.04643	 | 0	 
1960D	 | 125.074	 | 20.8679	 | 	 | 	 | 	 | 1960-03-20	 | Humason	 | 	 | UGC 4344	 | SAdm	 | 0.01682	 | 0.00001	 | 	 | 0	 | 0.05466	 | 0	 
1960E	 | 184.404	 | 47.8871	 | 	 | 	 | 	 | 1960-03-20	 | Humason	 | 	 | *MCG +08-22-098a	 | 	 | 0.063035	 | 0.000164	 | 	 | 0	 | 0.0195	 | 0	 
1960F	 | 187.925	 | 3.94661	 | Ia	 | IAUC 1721	 | 	 | 1960-04-17	 | Humason	 | IAUC 1721	 | NGC 4496	 | SBc	 | 0.0058	 | 0	 | 	 | 0	 | 0.02664	 | 0	 
1960G	 | 172.765	 | 18.3877	 | 	 | 	 | 	 | 1960-04-19	 | Humason	 | 	 | MCG +03-29-060	 | Spiral	 | 	 | 0	 | 	 | 0	 | 0.02393	 | 0	 
1960H	 | 181.531	 | 47.5106	 | Ia-pec	 | IAUC 1731	 | 	 | 1960-06-18	 | Wild, Humason	 | IAUC 1731	 | NGC 4096	 | SAB(rs)c       HII	 | 0.00189	 | 0.00001	 | 	 | 0	 | 0.01827	 | 0	 
1960I	 | 186.739	 | 48.2746	 | 	 | 	 | 	 | 1960-06-18	 | Humason	 | 	 | UGC 7560	 | SB	 | 0.02632	 | 0.00013	 | 	 | 0	 | 0.01323	 | 0	 
1960J	 | 186.265	 | 28.5626	 | 	 | 	 | 	 | 1960-06-18	 | Humason	 | 	 | NGC 4375	 | SB(r)ab pec:	 | 0.03022	 | 0.00003	 | 	 | 0	 | 0.02563	 | 0	 
1960K	 | 339.936	 | 34.3782	 | 	 | 	 | 	 | 1960-06-18	 | Humason	 | 	 | CGCG 514-089	 | S?	 | 0.024814	 | 0.000017	 | 	 | 0	 | 0.07317	 | 0	 
1960L	 | 330.173	 | 17.7222	 | 	 | 	 | 	 | 1960-08-14	 | Humason	 | 	 | NGC 7177	 | SAB(r)b; HII   LINER	 | 0.00384	 | 0.00002	 | 	 | 0	 | 0.07277	 | 0	 
1960M	 | 124.948	 | 22.0413	 | 	 | 	 | 	 | 1960-10-26	 | Gomes	 | 	 | NGC 2565	 | (R')SBbc:      Sbrst	 | 0.01195	 | 0.00001	 | 	 | 0	 | 0.04888	 | 0	 
1960N	 | 126.533	 | 21.459	 | 	 | 	 | 	 | 1960-10-26	 | Gomes	 | 	 | UGC 4399	 | Sdm:	 | 0.01494	 | 0.00001	 | 	 | 0	 | 0.04558	 | 0	 
1960O	 | 354.106	 | 27.9391	 | 	 | 	 | 	 | 1960-11-10	 | Humason	 | 	 | *UGC 12701	 | Scd:	 | 0.02954	 | 0.000023	 | 	 | 0	 | 0.10308	 | 0	 
1960P	 | 16.5418	 | 31.4066	 | 	 | 	 | 	 | 1960-11-22	 | Gomes	 | 	 | UGC 673	 | SAc?	 | 0.02086	 | 0.00002	 | 	 | 0	 | 0.06205	 | 0	 
1960Q	 | 23.979	 | -5.49833	 | 	 | 	 | 	 | 1960-12-13	 | Humason	 | 	 | APMUKS(BJ) B013323.77-054509.6	 | 	 | 0.052463	 | 0.000334	 | 	 | 0	 | 0.03593	 | 0	 
1960R	 | 186.354	 | 18.1554	 | Ia	 | IAUC 1750	 | 	 | 1960-12-20	 | Gates, Rosino	 | IAUC 1750	 | NGC 4382	 | SA(s)0+ pec	 | 0.00243	 | 0.00001	 | 	 | 0	 | 0.02522	 | 0	 
1961A	 | 41.0186	 | 0.782389	 | 	 | 	 | 	 | 1961-01-12	 | Humason	 | 	 | MCG +00-08-002	 | NLAGN	 | 0.045203	 | 0.00008	 | 	 | 0	 | 0.03197	 | 0	 
1961B	 | 126.442	 | 19.4541	 | 	 | 	 | 	 | 1961-01-12	 | Humason	 | 	 | IC 2363	 | SB(s)bc:	 | 0.0254	 | 0.00024	 | 	 | 0	 | 0.05392	 | 0	 
1961C	 | 33.8548	 | 41.1138	 | 	 | 	 | 	 | 1961-01-14	 | Humason	 | 	 | MCG +07-05-029	 | 	 | 	 | 0	 | 	 | 0	 | 0.04905	 | 0	 
1961D	 | 192.735	 | 27.8386	 | 	 | 	 | 	 | 1961-01-14	 | Kearns	 | 	 | CGCG 159-089	 | E0	 | 0.025364	 | 0.000022	 | 	 | 0	 | 0.00755	 | 0	 
1961E	 | 229.396	 | 5.05386	 | 	 | 	 | 	 | 1961-01-23	 | Gomes	 | 	 | *MCG +01-39-014a	 | 	 | 0.043	 | 0	 | 	 | 0	 | 0.04454	 | 0	 
1961F	 | 147.16	 | 33.4264	 | II	 | IAUC 1753	 | 	 | 1961-02-21	 | Wild	 | IAUC 1753	 | NGC 3003	 | SBbc	 | 0.00493	 | 0	 | 	 | 0	 | 0.01649	 | 0	 
1961G	 | 155.586	 | 21.2228	 | 	 | 	 | 	 | 1961-05-05	 | Humason	 | 	 | MCG +04-25-012	 | 	 | 0.0538	 | 0	 | 	 | 0	 | 0.02056	 | 0	 
1961H	 | 189.113	 | 11.4403	 | 	 | 	 | 	 | 1961-05-02	 | Romano	 | IAUC 1759	 | NGC 4564	 | E6	 | 0.00381	 | 0.00001	 | 	 | 0	 | 0.03066	 | 0	 
1961I	 | 185.502	 | 4.47036	 | II	 | IAUC 1761	 | 	 | 1961-06-03	 | Humason	 | IAUC 1761	 | NGC 4303	 | SAB(rs)bc;HII  Sy2	 | 0.00522	 | 0.00001	 | 	 | 0	 | 0.02559	 | 0	 
1961J	 | 242.948	 | 29.5726	 | 	 | 	 | 	 | 1961-06-06	 | Kearns	 | 	 | *MCG +05-38-027	 | Sc	 | 0.031692	 | 0.000166	 | 	 | 0	 | 0.04265	 | 0	 
1961K	 | 180.833	 | 16.509	 | 	 | 	 | 	 | 1961-06-04	 | Humason	 | 	 | UGC 7032	 | Sa I	 | 0.01355	 | 0.00002	 | 	 | 0	 | 0.0377	 | 0	 
1961L	 | 155.579	 | 21.5844	 | 	 | 	 | 	 | 0000-00-00	 | Wild	 | 	 | NGC 3221	 | SB(s)cd: sp    HII	 | 0.01371	 | 0.00002	 | 	 | 0	 | 0.02303	 | 0	 
1961M	 | 17.503	 | 32.3783	 | 	 | 	 | 	 | 1961-08-06	 | Kearns	 | 	 | UGC 724	 | S	 | 0.01727	 | 0.00002	 | 	 | 0	 | 0.06675	 | 0	 
1961N	 | 354.662	 | 27.0095	 | 	 | 	 | 	 | 1961-09-02	 | Humason	 | 	 | IC 5342	 | E:	 | 0.03091	 | 0.00008	 | 	 | 0	 | 0.06739	 | 0	 
1961O	 | 36.6821	 | 43.6148	 | 	 | 	 | 	 | 1961-09-04	 | Humason	 | 	 | PGC 009298	 | 	 | 	 | 0	 | 	 | 0	 | 0.08763	 | 0	 
1961P	 | 38.8988	 | 37.6244	 | 	 | 	 | 	 | 1961-09-12	 | Wild	 | IAUC 1772	 | UGC 2069	 | SAB(s)d	 | 0.0126	 | 0.00002	 | 	 | 0	 | 0.04781	 | 0	 
1961Q	 | 21.6725	 | 2.02561	 | 	 | 	 | 	 | 1961-11-30	 | Humason	 | 	 | NGC 550	 | SB(s)a?	 | 0.01944	 | 0.00008	 | 	 | 0	 | 0.03574	 | 0	 
1961R	 | 17.5061	 | 32.9153	 | 	 | 	 | 	 | 1961-11-07	 | Humason	 | 	 | *KUG 0107+326A	 | Spiral	 | 0.034654	 | 0.00005	 | 	 | 0	 | 0.06588	 | 0	 
1961S	 | 155.258	 | 21.7149	 | 	 | 	 | 	 | 1961-11-07	 | Kearns	 | 	 | MCG +04-25-005	 | 	 | 	 | 0	 | 	 | 0	 | 0.02294	 | 0	 
1961T	 | 144.747	 | 33.4526	 | 	 | 	 | 	 | 1961-11-08	 | Gates	 | 	 | MCG +06-21-066	 | 	 | 	 | 0	 | 	 | 0	 | 0.02082	 | 0	 
1961U	 | 178.237	 | 44.1508	 | 	 | 	 | 	 | 1962-01-02	 | Wild	 | IAUC 1787	 | NGC 3938	 | SA(s)c         HII	 | 0.0027	 | 0.00001	 | 	 | 0	 | 0.01832	 | 0	 
1961V	 | 40.9017	 | 37.3453	 | IIP	 | IAUC 1764	 | 	 | 1961-12-05	 | Wild	 | IAUC 1764	 | NGC 1058	 | SA(rs)c        Sy2	 | 0.00173	 | 0	 | 	 | 0	 | 0.06202	 | 0	 
1962A	 | 196.648	 | 27.8749	 | 	 | 	 | 	 | 1962-01-06	 | Zwicky	 | 	 | KUG 1304+281	 | E/S0           Sbrst	 | 0.020841	 | 0.00005	 | 	 | 0	 | 0.00857	 | 0	 
1962B	 | 230.689	 | 29.7689	 | 	 | 	 | 	 | 1962-01-06	 | Zwicky	 | 	 | UGC 9831	 | Sa             Sbrst	 | 0.02291	 | 0.00003	 | 	 | 0	 | 0.02522	 | 0	 
1962C	 | 241.271	 | 17.5818	 | 	 | 	 | 	 | 1962-01-06	 | Zwicky	 | 	 | MCG +03-41-085	 | S	 | 0.043	 | 0.00008	 | 	 | 0	 | 0.04202	 | 0	 
1962D	 | 158.302	 | -27.9199	 | 	 | 	 | 	 | 1962-02-03	 | Zwicky	 | 	 | MCG -05-25-012	 | S(r)	 | 0.037539	 | 0	 | 	 | 0	 | 0.07638	 | 0	 
1962E	 | 168.773	 | 25.8921	 | 	 | 	 | 	 | 1962-03-02	 | Rudnicki	 | 	 | CGCG 126-012	 | E	 | 0.048624	 | 0.00017	 | 	 | 0	 | 0.01355	 | 0	 
1962F	 | 124.369	 | 21.6742	 | 	 | 	 | 	 | 1962-04-28	 | Berger	 | 	 | UGC 4308	 | SB(rs)c	 | 0.01189	 | 0	 | 	 | 0	 | 0.04116	 | 0	 
1962G	 | 232.027	 | 29.01	 | 	 | 	 | 	 | 1962-05-01	 | Zwicky	 | 	 | MCG +05-36-034	 | E	 | 0.069294	 | 0.000067	 | 	 | 0	 | 0.02283	 | 0	 
1962H	 | 201.13	 | -21.1378	 | 	 | 	 | 	 | 1962-06-28	 | Chavira	 | IAUC 1802	 | IC 4237	 | SB(r)c	 | 0.00882	 | 0.00002	 | 	 | 0	 | 0.08763	 | 0	 
1962I	 | 195.718	 | 27.5195	 | 	 | 	 | 	 | 1962-05-28	 | Berger	 | 	 | MCG +05-31-112	 | 	 | 	 | 0	 | 	 | 0	 | 0.00798	 | 0	 
1962J	 | 298.629	 | -12.5744	 | Ia	 | IAUC 1806	 | 	 | 1962-08-28	 | Wild	 | IAUC 1806	 | NGC 6835	 | SB(s)a? sp	 | 0.00537	 | 0.00003	 | 	 | 0	 | 0.14237	 | 0	 
1962K	 | 41.6275	 | -0.2445	 | 	 | 	 | 	 | 1962-09-03	 | Rudnicki	 | 	 | NGC 1090	 | SB(rs)bc	 | 0.00921	 | 0.00001	 | 	 | 0	 | 0.03262	 | 0	 
1962L	 | 40.9196	 | 1.39778	 | Ic	 | IAUC 1809	 | 	 | 1962-11-23	 | Rosino, Haro, Chavira	 | IAUC 1809	 | NGC 1073	 | SB(rs)c	 | 0.00403	 | 0.00002	 | 	 | 0	 | 0.03946	 | 0	 
1962M	 | 49.5508	 | -66.5272	 | 	 | 	 | 	 | 1962-11-26	 | Sersic	 | 	 | NGC 1313	 | SB(s)d         HII	 | 0.00157	 | 0.00001	 | 	 | 0	 | 0.10582	 | 0	 
1962N	 | 230.297	 | 26.3323	 | 	 | 	 | 	 | 1962-12-03	 | Zwicky	 | 	 | CGCG 165-038	 | 	 | 0.034931	 | 0.00005	 | 	 | 0	 | 0.04137	 | 0	 
1962O	 | 51.1258	 | 40.0292	 | 	 | 	 | 	 | 1962-11-30	 | Zwicky	 | 	 | MCG +07-08-001	 | E?	 | 0.0472	 | 0	 | 	 | 0	 | 0.16831	 | 0	 
1962P	 | 71.4558	 | -2.085	 | 	 | 	 | 	 | 1962-10-09	 | Rosino	 | 	 | NGC 1654	 | (R')SB(r)a	 | 0.01514	 | 0.00015	 | 	 | 0	 | 0.03405	 | 0	 
1962Q	 | 111.731	 | 85.7517	 | 	 | 	 | 	 | 1962-02-25	 | Shachbazian, Iskudarian	 | 	 | NGC 2276	 | SAB(rs)c	 | 0.00804	 | 0.00003	 | 	 | 0	 | 0.09975	 | 0	 
1962R	 | 35.3754	 | 39.3808	 | 	 | 	 | 	 | 0000-00-00	 | 	 | IAUC 5926	 | UGC 1810	 | SA(s)b pec	 | 0.02523	 | 0.00004	 | 	 | 0	 | 0.05656	 | 0	 
1963A	 | 231.75	 | 26.4504	 | 	 | 	 | 	 | 1963-01-22	 | Zwicky	 | 	 | MCG +05-36-032	 | 	 | 0.0347	 | 0	 | 	 | 0	 | 0.03485	 | 0	 
1963B	 | 227.881	 | 5.24408	 | 	 | 	 | 	 | 1963-01-23	 | Zwicky	 | 	 | CGCG 049-032	 | 	 | 0.039354	 | 0.000053	 | 	 | 0	 | 0.04449	 | 0	 
1963C	 | 194.449	 | 27.8849	 | 	 | 	 | 	 | 1963-01-24	 | Zwicky	 | 	 | CGCG 160-048	 | E3?	 | 0.023153	 | 0.0005	 | 	 | 0	 | 0.00573	 | 0	 
1963D	 | 182.583	 | 26.4228	 | 	 | 	 | 	 | 1963-01-23	 | Rosino	 | IAUC 1816	 | NGC 4146	 | (R)SAB(s)ab:	 | 0.02175	 | 0.00002	 | 	 | 0	 | 0.01593	 | 0	 
1963E	 | 21.6052	 | -1.64161	 | 	 | 	 | 	 | 1963-01-22	 | Mendez	 | 	 | IC 1703	 | SB(rs)0+ pec:	 | 0.0185	 | 0.0001	 | 	 | 0	 | 0.04779	 | 0	 
1963F	 | 230.608	 | 27.8245	 | 	 | 	 | 	 | 1963-03-25	 | Zwicky	 | 	 | MCG +05-36-018	 | 	 | 0.074	 | 0	 | 	 | 0	 | 0.03571	 | 0	 
1963G	 | 184.454	 | 26.0257	 | 	 | 	 | 	 | 1963-02-19	 | Kurochkin	 | 	 | IC 3112	 | S?	 | 0.02561	 | 0.00011	 | 	 | 0	 | 0.02157	 | 0	 
1963H	 | 230.589	 | 5.39269	 | 	 | 	 | 	 | 1963-03-25	 | Zwicky	 | 	 | *CGCG 049-150	 | 	 | 0.041582	 | 0.00032	 | 	 | 0	 | 0.0426	 | 0	 
1963I	 | 183.19	 | 10.8586	 | Ia	 | IAUC 1830	 | 	 | 1963-05-14	 | Zaytseva	 | IAUC 1830	 | NGC 4178	 | SB(rs)dm       HII	 | 0.00126	 | 0.00001	 | 	 | 0	 | 0.02298	 | 0	 
1963J	 | 177.66	 | 55.3504	 | 	 | 	 | 	 | 1963-05-18	 | Zwicky, Wild	 | IAUC 1831	 | NGC 3913	 | (R')SA(rs)d:	 | 0.00318	 | 0.00001	 | 	 | 0	 | 0.00706	 | 0	 
1963K	 | 170.915	 | 53.8369	 | 	 | 	 | 	 | 1963-06-15	 | Bertaud	 | IAUC 1834	 | NGC 3656	 | (R')I0: pec    LINER	 | 0.00964	 | 0.00004	 | 	 | 0	 | 0.01293	 | 0	 
